NOME,TIPO
BANK OF KUNLUN CO LTD,J
VTB BANK PUBLIC JOINT STOCK COMPANY,J
JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK,J
STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK,J
GAZPROMBANK JOINT STOCK COMPANY,J
BM BANK JSC,J
PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA,J
OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY,J
OAO NOVATEK,J
PUBLIC JOINT STOCK COMPANY GAZPROM NEFT,J
SURGUTNEFTEGAS,J
LUKOIL OAO,J
PUBLIC JOINT STOCK COMPANY GAZPROM,J
PUBLIC JOINT STOCK COMPANY TRANSNEFT,J
STATE CORPORATION ROSTEC,J
OJSC ORENBURGNEFT,J
EXIMBANK OF RUSSIA JSC,J
OJSC SAMOTLORNEFTEGAZ,J
DEVELOPMENT CORPORATION OF NORTH CAUCASUS OJSC,J
PJSC VERKHNECHONSKNEFTEGAZ,J
RUSSIAN AGENCY FOR EXPORT CREDIT AND INVESTMENT INSURANCE OJSC,J
JSC VEB.DV,J
CJSC VANKORNEFT,J
FEDERAL CENTER FOR PROJECT FINANCE,J
RN-YUGANSKNEFTEGAZ LLC,J
GLOBEXBANK,J
KRASLESINVEST CJSC,J
RUSSIAN DIRECT INVESTMENT FUND MANAGEMENT COMPANY,J
OJSC ANGARSK PETROCHEMICAL COMPANY,J
LLC INFRASTRUCTURE MOLZHANINOVO,J
OJSC NOVOKUYBYSHEV REFINERY,J
SME BANK,J
RN-KOMSOMOLSKY REFINERY LLC,J
SVIAZ-BANK,J
VEB CAPITAL,J
VEB ENGINEERING LLC,J
VEB LEASING OJSC,J
ROSE GROUP LIMITED,J
OJSC SYZRAN REFINERY,J
BANK BELVEB OJSC,J
OJSC ACHINSK REFINERY,J
PROMINVESTBANK,J
OJSC KUYBYSHEV REFINERY,J
VEB ASIA LIMITED,J
OJSC RN HOLDING,J
NEFT-AKTIV LLC,J
OJSC RUSSIAN REGIONAL DEVELOPMENT BANK,J
ROSNEFT TRADING S.A.,J
ROSNEFT TRADE LIMITED,J
ROSNEFT FINANCE S.A.,J
LIMITED LIABILITY COMPANY SBERBANK CAPITAL,J
LIMITED LIABILITY COMPANY SBERBANK INVESTMENTS,J
JOINT STOCK COMPANY SBERBANK LEASING,J
SETELEM BANK LIMITED LIABILITY COMPANY,J
OOO PS YANDEX.MONEY,J
OPEN JOINT STOCK COMPANY BPS-SBERBANK,J
JOINT STOCK COMPANY SBERBANK,J
SBERBANK EUROPE AG,J
SBERBANK (SWITZERLAND) AG,J
SB INTERNATIONAL SARL,J
BANK VTB 24 PUBLIC JOINT STOCK COMPANY,J
PJSC VTB BANK (KIEV),J
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,J
VTB BANK ARMENIA CLOSED JOINT STOCK COMPANY,J
BANK VTB KAZAKHSTAN JOINT STOCK COMPANY,J
VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY,J
BANCO VTB AFRICA SA,J
VTB BANK GEORGIA JOINT STOCK COMPANY,J
VTB BANK (AUSTRIA) AG,J
VTB BANK JSC BELGRADE,J
VTB CAPITAL HOLDINGS CLOSED JOINT STOCK COMPANY,J
VTB PENSION ADMINISTRATOR LIMITED,J
LIMITED LIABILITY COMPANY VTB DC,J
VTB INSURANCE LIMITED,J
VTB FACTORING LTD,J
NPF VTB PENSION FUND JOINT STOCK COMPANY,J
VTB REAL ESTATE LIMITED LIABILITY COMPANY,J
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,J
VTB REGISTRAR CLOSED JOINT STOCK COMPANY,J
MULTICARTA,J
VTB LEASING JOINT STOCK COMPANY,J
AKTSIONERNOE OBSHCHESTVO SG-DEVELOPMENT,J
AUCTION LIMITED LIABILITY COMPANY,J
RUST CLOSED JOINT-STOCK COMPANY,J
JOINT STOCK COMPANY SBERBANK AUTOMATED TRADE SYSTEM,J
LIMITED LIABILITY COMPANY SBERBANK FINANCIAL COMPANY,J
LLC SOVREMENNYE TECHNOLOGII,J
SBERBANK TECHNOLOGIES CLOSED JOINT STOCK COMPANY,J
BYLINNYE BOGATYRI LIMITED LIABILITY COMPANY,J
LIMITED LIABILITY COMPANY ACTIVE BUSINESS CONSULT,J
JOINT STOCK COMPANY SBERBANK PRIVATE PENSION FUND,J
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY,J
LIMITED LIABILITY COMPANY SBERBANK INSURANCE BROKER,J
KORUS CONSULTING CIS LIMITED LIABILITY COMPANY,J
SB SECURITIES SA,J
RT - GLOBALNYE RESURSY OOO,J
JSC NPO HIGH PRECISION SYSTEMS,J
OPEN JOINT STOCK COMPANY RUSSIAN ELECTRONICS,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,J
NPK TEKHMASH OAO,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KONTSERN AVIATSIONNOE OBORUDOVANIE,J
JOINT STOCK COMPANY TEKHNODINAMIKA,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT-STANKOINSTRUMENT,J
AKTSIONERNOE OBSHCHESTVO RT-KHIMICHESKIE TEKHNOLOGII I KOMPOZITSIONNYE MATERIALY,J
AKTSIONERNOE OBSHCHESTVO RT-BIOTEKHPROM,J
AKTSIONERNOE OBSHCHESTVO RT-AVTO,J
JOINT STOCK COMPANY SHVABE,J
OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROMINVEST,J
OBIEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM OAO,J
ROSOBORONEKSPORT OAO,J
KONTSERN SIRIUS OAO,J
JOINT STOCK COMMERCIAL BANK NOVIKOMBANK,J
AKTSIONERNOE OBSHCHESTVO RT-OKHRANA,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO TEKHNOLOGII BEZOPASNOSTI,J
UNITED INSTRUMENT MANUFACTURING CORPORATION,J
RT-INFORM LIMITED LIABILITY COMPANY,J
KONTSERN ORION OAO,J
RT-METALLURGIYA OAO,J
KONTSERN AVIAPRIBOROSTROENIE OAO,J
90 EKSPERIMENTALNY ZAVOD OAO,J
AKTSIONERNOE OBSHCHESTVO TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV,J
AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MASHINOSTROITELNY EKSPERIMENTALNY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVO-VYATKA,J
AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE OPTIKA,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE STANKOIMPORT,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKOE PROIZVODSTVENNOE OBEDINENIE LUCH,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE SPLAV,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOVYATSKI MEKHANICHESKI ZAVOD,J
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RT-ENERGOEFFEKTIVNOST,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KALINOVSKI KHIMICHESKI ZAVOD,J
AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKI ZAVOD POLUPROVODNIKOVYKH PRIBOROV S OKB,J
AKTSIONERNOE OBSHCHESTVO RT-STROITELNYE TEKHNOLOGII,J
MZ MAYAK OAO,J
ULYANOVSKI GIPROAVIAPROM OAO,J
OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO,J
VERTOLETY ROSSII AO,J
"GAZPROM DOBYCHA YAMBURG, OOO",J
"GAZPROM TRANSGAZ YUGORSK, OOO",J
"NIIGAZEKONOMIKA, OOO",J
"GAZPROM TRANSGAZ SANKT-PETERBURG, OOO",J
"GAZPROM TRANSGAZ STAVROPOL, OOO",J
"GAZPROM RUSSKAYA, OOO",J
"GAZPROM ENERGO, OOO",J
"GAZPROM DOBYCHA NADYM, OOO",J
"GAZPROM SVYAZ, OOO",J
"GAZPROM MEZHREGIONGAZ, OOO",J
"GAZPROM DOBYCHA KUZNETSK, OOO",J
"GAZPROM TRANSGAZ UKHTA, OOO",J
"GAZPROM TRANSGAZ KAZAN, OOO",J
"GAZPROM TRANSGAZ SARATOV, OOO",J
"GAZPROM SOTSINVEST, OOO",J
"GAZPROM DOBYCHA NOYABRSK, OOO",J
"GAZPROM GAZOBEZOPASNOST, OOO",J
"GAZPROM FLOT, OOO",J
"GAZ-OIL, OOO",J
"GAZPROM INVEST, OOO",J
"GAZPROM TSENTRREMONT, OOO",J
"GAZPROM DOBYCHA KRASNODAR, OOO",J
"GAZPROM TRANSGAZ KRASNODAR, OOO",J
"GAZPROM PERSONAL, OOO",J
"GAZPROM PERERABOTKA, OOO",J
"GAZPROM TRANSGAZ VOLGOGRAD, OOO",J
"GAZPROM TRANSGAZ TOMSK, OOO",J
"GAZPROM TRANSGAZ SURGUT, OOO",J
"GAZPROM TRANSGAZ NIZHNI NOVGOROD, OOO",J
"GAZPROM GAZNADZOR, OOO",J
"GAZPROM KOMPLEKTATSIYA, OOO",J
"GAZPROM VNIIGAZ, OOO",J
"GAZPROM TELEKOM, OOO",J
"GAZPROM INFORM, OOO",J
"GAZPROM DOBYCHA IRKUTSK, OOO",J
"GAZMASH, AO",J
"GAZPROM TRANSGAZ SAMARA, OOO",J
"GAZPROM KAPITAL, OOO",J
"YAMALGAZINVEST, ZAO",J
"GAZPROM DOBYCHA URENGOI, OOO",J
"GAZPROM GEOLOGORAZVEDKA, OOO",J
"GAZPROM TRANSGAZ MAKHACHKALA, OOO",J
"GAZPROM TRANSGAZ UFA, OOO",J
"VOSTOKGAZPROM, OAO",J
"LAZURNAYA, OOO",J
"GAZPROM PROMGAZ, AO",J
"KAMCHATGAZPROM, OAO",J
"DALTRANSGAZ, OAO",J
"DRUZHBA, AO",J
"KRASNOYARSKGAZPROM, PAO",J
"ACHIM DEVELOPMENT, OOO",J
"SG MSK, AO",J
"BM PROEKT, OOO",J
LLC BALTECH,J
BM HOLDING AG,J
BOM ASSET MANAGEMENT LTD,J
BOM FINANCE LTD,J
BOM PROJECT FINANCING LTD,J
CROSSPLANET LTD,J
FINANSOVY ASSISTENT CJSC,J
"BPO PECHATNIKI, OAO",J
UNITED COMPANY OJSC,J
BM BANK PUBLIC JOINT STOCK COMPANY,J
"LESPROMPROTSESSING, ZAO",J
"RIELTSITI, OOO",J
"MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA, AO",J
"BM-DIREKTSIYA, OOO",J
OPEN JOINT STOCK COMPANY CHAYKA,J
AUTOMATED BANKING TECHNOLOGIES CJSC,J
CREDIT URAL BANK,J
GAZKARDSERVIS OOO,J
GAZPROM MEDIA HOLDING,J
GAZPROMBANK LEASING ZAO,J
GAZPROMBANK UPRAVLENIE AKTIVAMI,J
GPB-FACTORING OOO,J
GPB INVEST OOO,J
NEW FINANCIAL TECHNOLOGIES OOO,J
PO URALENERGOMONTAZH ZAO,J
GPB-MORTGAGE JSC,J
IZ KARTEKS OOO,J
IZHORSKIYE ZAVODY OAO,J
KRIOGENMASH OAO,J
OMZ OAO,J
OMZ SPETSSTAL OOO,J
URALMASHZAVOD OAO,J
AREXIMBANK-GAZPROMBANK GROUP CJSC,J
GAZPROMBANK (SWITZERLAND) LTD,J
CENTREX EUROPE ENERGY AND GAS AG,J
GPB-DI HOLDINGS LIMITED,J
GPB FINANCIAL SERVICES LIMITED,J
GPB GLOBAL RESOURCES BV,J
GPB INTERNATIONAL SA,J
NAGELFAR TRADE AND INVEST LIMITED,J
GAZPROMBANK LATIN AMERICA VENTURES BV,J
"TD AGROTORG, OOO",J
"RASSVET, OAO",J
"AGROKREDIT-INFORM, AO",J
"UMANSKI ELEVATOR, OAO",J
"BELOGLINSKI ELEVATOR, OAO",J
"LADOZHSKI ELEVATOR, OAO",J
"VELICHKOVSKI ELEVATOR, OAO",J
"EYANSKI ELEVATOR, OAO",J
"KHOMYAKOVSKI KHLADOKOMBINAT, ZAO",J
"MALOROSSISKI ELEVATOR, OAO",J
"KRYLOVSKI ELEVATOR, OAO",J
"ROVNENSKI ELEVATOR, OAO",J
"STEPNYANSKI ELEVATOR, OAO",J
"ALBASHSKI ELEVATOR, OAO",J
"NOVATEK-UST-LUGA, OOO",J
"SHERVUD PREMER, OOO",J
"NOVATEK-TARKOSALENEFTEGAZ, OOO",J
"NOVATEK SEVERO-ZAPAD, OOO",J
"NOVATEK-PUROVSKI ZPK, OOO",J
"NOVATEK-TRANSERVIS, OOO",J
"NOVATEK-PERM, OOO",J
"NOVATEK-CHELYABINSK, OOO",J
"NOVATEK-YARSALENEFTEGAZ, OOO",J
"NOVATEK-KOSTROMA, OOO",J
"TERNEFTEGAZ, ZAO",J
"YARGEO, OOO",J
"TRANSNEFT FINANS, OOO",J
"TRANSNEFT-MEDIA, OOO",J
"TRANSNEFT-PRIVOLGA, AO",J
"TRANSNEFT-SIBIR, AO",J
"DSD, OOO",J
"SVYAZTRANSNEFT, AO",J
"TRANSNEFT-URAL, AO",J
"TRANSNEFTEPRODUKT, PAO",J
"TRANSNEFT-DRUZHBA, AO",J
"GIPROTRUBOPROVOD, AO",J
"CHERNOMORTRANSNEFT, AO",J
"TSUP VSTO, OOO",J
"TRANSNEFT-TSENTRALNAYA SIBIR, AO",J
"TRANSNEFT-SEVER, AO",J
"TRANSNEFT-OKHRANA, OOO",J
"TRANSNEFT-PODVODSERVIS, AO",J
"TRANSNEFT-DIASKAN, AO",J
"NPF TRANSNEFT, AO",J
"TRANSNEFT-METROLOGIYA, AO",J
"TRANSNEFT-PRIKAME, AO",J
LENGIPRONEFTEKHIM OOO,J
SURGUTMEBEL OOO,J
MEDIA-INVEST OOO,J
PSKOVNEFTEPRODUKT OOO,J
NOVGORODNEFTEPRODUKT OOO,J
SOVKHOZ CHERVISHEVSKI PAO,J
KINEF OOO,J
KALININGRADNEFTEPRODUKT OOO,J
SO TVERNEFTEPRODUKT OOO,J
STRAKHOVOVE OBSHCHESTVO SURGUTNEFTEGAZ OOO,J
KIRISHIAVTOSERVIS OOO,J
SNGB AO,J
EVRENKAYAKIRAN,F
PRESIDENCY OF DEFENSE INDUSTRIES,J
TNK TRADING INTERNATIONAL S.A.,J
CHINA TELECOM CORPORATION LIMITED,J
AERO ENGINE CORPORATION OF CHINA,J
CHINA MOBILE LIMITED,J
CHINA UNICOM (HONG KONG) LIMITED,J
"AVIATION INDUSTRY CORPORATION OF CHINA, LTD.",J
CNOOC LIMITED,J
CHINA ACADEMY OF LAUNCH VEHICLE TECHNOLOGY,J
CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION LIMITED,J
CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,J
CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED,J
CHINA ELECTRONICS CORPORATION,J
CHINA SOUTH INDUSTRIES GROUP CORPORATION,J
"CHINA SPACESAT CO., LTD.",J
CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION,J
CHINA GENERAL NUCLEAR POWER CORPORATION,J
CHINA STATE SHIPBUILDING CORPORATION LIMITED,J
CHINA TELECOMMUNICATIONS CORPORATION,J
"CHINA UNITED NETWORK COMMUNICATIONS GROUP CO., LTD.",J
"CHINA MOBILE COMMUNICATIONS GROUP CO., LTD.",J
"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD.",J
"HUAWEI TECHNOLOGIES CO., LTD.",J
"INSPUR GROUP CO., LTD.",J
"PANDA ELECTRONICS GROUP CO., LTD.",J
SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,J
CHINA NATIONAL NUCLEAR CORPORATION,J
CHINA NATIONAL OFFSHORE OIL CORPORATION,J
CHINA NORTH INDUSTRIES GROUP CORPORATION LIMITED,J
CHINA NUCLEAR ENGINEERING CORPORATION LIMITED,J
CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED,J
NATIONAL WEALTH FUND OF THE RUSSIAN FEDERATION,J
MINISTRY OF FINANCE OF THE RUSSIAN FEDERATION,J
CENTRAL BANK OF THE RUSSIAN FEDERATION,J
ANHUI GREATWALL MILITARY INDUSTRY COMPANY LIMITED,J
AVIC XI'AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.,J
AVIC HEAVY MACHINERY COMPANY LIMITED,J
"AVIC JONHON OPTRONIC TECHNOLOGY CO., LTD.",J
AVIC SHENYANG AIRCRAFT COMPANY LIMITED,J
"CHINA SATELLITE COMMUNICATIONS CO., LTD.",J
CHINA COMMUNICATIONS CONSTRUCTION GROUP (LIMITED),J
AEROSPACE COMMUNICATIONS HOLDINGS GROUP COMPANY LIMITED,J
"FUJIAN TORCH ELECTRON TECHNOLOGY CO., LTD.",J
"INNER MONGOLIA FIRST MACHINERY GROUP CO., LTD.",J
CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,J
AVIC AVIATION HIGH-TECHNOLOGY COMPANY LIMITED,J
"AEROSPACE CH UAV CO., LTD",J
"CHINA AEROSPACE TIMES ELECTRONICS CO., LTD",J
"HUAWEI INVESTMENT & HOLDING CO., LTD.",J
"JIANGXI HONGDU AVIATION INDUSTRY CO., LTD.",J
PROVEN GLORY CAPITAL LIMITED,J
CHINA AVIONICS SYSTEMS COMPANY LIMITED,J
PROVEN HONOUR CAPITAL LIMITED,J
CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED,J
"GUIZHOU SPACE APPLIANCE CO., LTD",J
CHANGSHA JINGJIA MICROELECTRONICS COMPANY LIMITED,J
CHINA MARINE INFORMATION ELECTRONICS COMPANY LIMITED,J
CHINA SHIPBUILDING INDUSTRY GROUP POWER COMPANY LIMITED,J
"COSTAR GROUP CO., LTD.",J
NANJING PANDA ELECTRONICS COMPANY LIMITED,J
AEROSUN CORPORATION,J
"NORTH NAVIGATION CONTROL TECHNOLOGY CO., LTD.",J
SHAANXI ZHONGTIAN ROCKET TECHNOLOGY COMPANY LIMITED,J
ZHONGHANG ELECTRONIC MEASURING INSTRUMENTS COMPANY LIMITED,J
MEGVII TECHNOLOGY LIMITED,J
"SZ DJI TECHNOLOGY CO., LTD.",J
"CLOUDWALK TECHNOLOGY CO., LTD.",J
"DAWNING INFORMATION INDUSTRY CO., LTD",J
SENSETIME GROUP LIMITED,J
YITU LIMITED,J
LEON TECHNOLOGY COMPANY LIMITED,J
NETPOSA TECHNOLOGIES LIMITED,J
"XIAMEN MEIYA PICO INFORMATION CO., LTD.",J
PUBLIC JOINT STOCK COMPANY ROSTELECOM,J
PUBLIC JOINT STOCK COMPANY RUSHYDRO,J
OPEN JOINT STOCK COMPANY RUSSIAN RAILWAYS,J
JOINT STOCK COMPANY SOVCOMFLOT,J
MYANMA OIL AND GAS ENTERPRISE,J
